customer_id,first_name,last_name,email,age,city,signup_date,is_active
59,Name58,Surname58,user58@example.com,24,Mississauga,2021-02-28,False
60,Name59,Surname59,user59@example.com,61,Mississauga,2021-03-01,False
61,Name60,Surname60,user60@example.com,25,Brampton,2021-03-02,False
62,Name61,Surname61,user61@example.com,64,Scarborough,2021-03-03,True
63,Name62,Surname62,user62@example.com,52,Scarborough,2021-03-04,True
64,Name63,Surname63,user63@example.com,31,Mississauga,2021-03-05,False
65,Name64,Surname64,user64@example.com,34,Brampton,2021-03-06,True
66,Name65,Surname65,user65@example.com,53,Mississauga,2021-03-07,False
67,Name66,Surname66,user66@example.com,67,Mississauga,2021-03-08,False
68,Name67,Surname67,user67@example.com,57,Mississauga,2021-03-09,True
69,Name68,Surname68,user68@example.com,21,Brampton,2021-03-10,False
70,Name69,Surname69,user69@example.com,19,Scarborough,2021-03-11,True
71,Name70,Surname70,user70@example.com,23,Brampton,2021-03-12,True
72,Name71,Surname71,user71@example.com,59,Toronto,2021-03-13,True
73,Name72,Surname72,user72@example.com,21,Brampton,2021-03-14,True
74,Name73,Surname73,user73@example.com,46,Brampton,2021-03-15,False
75,Name74,Surname74,user74@example.com,35,Brampton,2021-03-16,True
76,Name75,Surname75,user75@example.com,43,Brampton,2021-03-17,False
77,Name76,Surname76,user76@example.com,61,Scarborough,2021-03-18,False
78,Name77,Surname77,user77@example.com,51,Toronto,2021-03-19,False
79,Name78,Surname78,user78@example.com,27,Scarborough,2021-03-20,False
80,Name79,Surname79,user79@example.com,53,Scarborough,2021-03-21,True
81,Name80,Surname80,user80@example.com,31,Brampton,2021-03-22,True
82,Name81,Surname81,user81@example.com,48,Mississauga,2021-03-23,False
83,Name82,Surname82,user82@example.com,65,Mississauga,2021-03-24,False
84,Name83,Surname83,user83@example.com,32,Scarborough,2021-03-25,True
85,Name84,Surname84,user84@example.com,25,Scarborough,2021-03-26,False
86,Name85,Surname85,user85@example.com,31,Brampton,2021-03-27,True
87,Name86,Surname86,user86@example.com,40,Scarborough,2021-03-28,False
88,Name87,Surname87,user87@example.com,57,Brampton,2021-03-29,True
89,Name88,Surname88,user88@example.com,38,Mississauga,2021-03-30,False
90,Name89,Surname89,user89@example.com,33,Mississauga,2021-03-31,False
91,Name90,Surname90,user90@example.com,62,Toronto,2021-04-01,True
92,Name91,Surname91,user91@example.com,35,Mississauga,2021-04-02,False
93,Name92,Surname92,user92@example.com,64,Scarborough,2021-04-03,False
94,Name93,Surname93,user93@example.com,41,Mississauga,2021-04-04,True
95,Name94,Surname94,user94@example.com,43,Brampton,2021-04-05,False
96,Name95,Surname95,user95@example.com,42,Mississauga,2021-04-06,True
97,Name96,Surname96,user96@example.com,62,Toronto,2021-04-07,True
98,Name97,Surname97,user97@example.com,58,Mississauga,2021-04-08,False
99,Name98,Surname98,user98@example.com,46,Brampton,2021-04-09,False
100,Name99,Surname99,user99@example.com,32,Brampton,2021-04-10,False
101,Name100,Surname100,user100@example.com,62,Scarborough,2021-04-11,False
102,Name101,Surname101,user101@example.com,18,Mississauga,2021-04-12,False
103,Name102,Surname102,user102@example.com,42,Brampton,2021-04-13,False
104,Name103,Surname103,user103@example.com,24,Toronto,2021-04-14,False
105,Name104,Surname104,user104@example.com,26,Scarborough,2021-04-15,True
106,Name105,Surname105,user105@example.com,41,Toronto,2021-04-16,False
107,Name106,Surname106,user106@example.com,18,Mississauga,2021-04-17,True
108,Name107,Surname107,user107@example.com,61,Mississauga,2021-04-18,False
109,Name108,Surname108,user108@example.com,25,Mississauga,2021-04-19,False
110,Name109,Surname109,user109@example.com,41,Scarborough,2021-04-20,True
111,Name110,Surname110,user110@example.com,28,Brampton,2021-04-21,False
112,Name111,Surname111,user111@example.com,68,Scarborough,2021-04-22,False
113,Name112,Surname112,user112@example.com,34,Toronto,2021-04-23,True
114,Name113,Surname113,user113@example.com,25,Scarborough,2021-04-24,False
115,Name114,Surname114,user114@example.com,52,Toronto,2021-04-25,False
116,Name115,Surname115,user115@example.com,52,Scarborough,2021-04-26,False
117,Name116,Surname116,user116@example.com,50,Brampton,2021-04-27,True
118,Name117,Surname117,user117@example.com,22,Toronto,2021-04-28,False
119,Name118,Surname118,user118@example.com,59,Mississauga,2021-04-29,False
120,Name119,Surname119,user119@example.com,56,Mississauga,2021-04-30,False
121,Name120,Surname120,user120@example.com,58,Scarborough,2021-05-01,False
122,Name121,Surname121,user121@example.com,45,Mississauga,2021-05-02,True
123,Name122,Surname122,user122@example.com,24,Toronto,2021-05-03,True
124,Name123,Surname123,user123@example.com,26,Mississauga,2021-05-04,False
125,Name124,Surname124,user124@example.com,25,Brampton,2021-05-05,False
126,Name125,Surname125,user125@example.com,29,Brampton,2021-05-06,True
127,Name126,Surname126,user126@example.com,51,Scarborough,2021-05-07,True
128,Name127,Surname127,user127@example.com,50,Toronto,2021-05-08,False
129,Name128,Surname128,user128@example.com,65,Brampton,2021-05-09,True
130,Name129,Surname129,user129@example.com,40,Brampton,2021-05-10,False
131,Name130,Surname130,user130@example.com,41,Toronto,2021-05-11,True
132,Name131,Surname131,user131@example.com,54,Mississauga,2021-05-12,True
133,Name132,Surname132,user132@example.com,52,Mississauga,2021-05-13,True
134,Name133,Surname133,user133@example.com,61,Scarborough,2021-05-14,True
135,Name134,Surname134,user134@example.com,57,Mississauga,2021-05-15,False
136,Name135,Surname135,user135@example.com,39,Toronto,2021-05-16,True
137,Name136,Surname136,user136@example.com,44,Brampton,2021-05-17,True
138,Name137,Surname137,user137@example.com,52,Mississauga,2021-05-18,False
139,Name138,Surname138,user138@example.com,18,Scarborough,2021-05-19,True
140,Name139,Surname139,user139@example.com,52,Mississauga,2021-05-20,True
141,Name140,Surname140,user140@example.com,54,Toronto,2021-05-21,False
142,Name141,Surname141,user141@example.com,64,Scarborough,2021-05-22,True
143,Name142,Surname142,user142@example.com,31,Mississauga,2021-05-23,False
144,Name143,Surname143,user143@example.com,20,Scarborough,2021-05-24,False
145,Name144,Surname144,user144@example.com,18,Toronto,2021-05-25,False
146,Name145,Surname145,user145@example.com,22,Brampton,2021-05-26,False
147,Name146,Surname146,user146@example.com,43,Toronto,2021-05-27,True
148,Name147,Surname147,user147@example.com,31,Toronto,2021-05-28,False
149,Name148,Surname148,user148@example.com,56,Toronto,2021-05-29,True
150,Name149,Surname149,user149@example.com,44,Toronto,2021-05-30,True
151,Name150,Surname150,user150@example.com,26,Brampton,2021-05-31,True
152,Name151,Surname151,user151@example.com,32,Brampton,2021-06-01,True
153,Name152,Surname152,user152@example.com,32,Scarborough,2021-06-02,True
154,Name153,Surname153,user153@example.com,43,Mississauga,2021-06-03,True
155,Name154,Surname154,user154@example.com,59,Brampton,2021-06-04,True
156,Name155,Surname155,user155@example.com,30,Brampton,2021-06-05,True
157,Name156,Surname156,user156@example.com,68,Mississauga,2021-06-06,True
158,Name157,Surname157,user157@example.com,49,Brampton,2021-06-07,True
159,Name158,Surname158,user158@example.com,56,Toronto,2021-06-08,False
160,Name159,Surname159,user159@example.com,66,Toronto,2021-06-09,False
161,Name160,Surname160,user160@example.com,69,Mississauga,2021-06-10,False
162,Name161,Surname161,user161@example.com,49,Scarborough,2021-06-11,True
163,Name162,Surname162,user162@example.com,21,Scarborough,2021-06-12,False
164,Name163,Surname163,user163@example.com,47,Mississauga,2021-06-13,False
165,Name164,Surname164,user164@example.com,54,Mississauga,2021-06-14,False
166,Name165,Surname165,user165@example.com,40,Toronto,2021-06-15,True
167,Name166,Surname166,user166@example.com,56,Scarborough,2021-06-16,True
168,Name167,Surname167,user167@example.com,62,Brampton,2021-06-17,True
169,Name168,Surname168,user168@example.com,32,Toronto,2021-06-18,True
170,Name169,Surname169,user169@example.com,60,Mississauga,2021-06-19,False
171,Name170,Surname170,user170@example.com,46,Scarborough,2021-06-20,False
172,Name171,Surname171,user171@example.com,53,Brampton,2021-06-21,False
173,Name172,Surname172,user172@example.com,30,Brampton,2021-06-22,False
174,Name173,Surname173,user173@example.com,49,Toronto,2021-06-23,True
175,Name174,Surname174,user174@example.com,24,Scarborough,2021-06-24,True
176,Name175,Surname175,user175@example.com,68,Scarborough,2021-06-25,True
177,Name176,Surname176,user176@example.com,39,Mississauga,2021-06-26,False
178,Name177,Surname177,user177@example.com,45,Scarborough,2021-06-27,True
179,Name178,Surname178,user178@example.com,19,Scarborough,2021-06-28,True
180,Name179,Surname179,user179@example.com,59,Toronto,2021-06-29,False
181,Name180,Surname180,user180@example.com,62,Scarborough,2021-06-30,False
182,Name181,Surname181,user181@example.com,23,Brampton,2021-07-01,True
183,Name182,Surname182,user182@example.com,45,Toronto,2021-07-02,True
184,Name183,Surname183,user183@example.com,45,Toronto,2021-07-03,True
185,Name184,Surname184,user184@example.com,61,Mississauga,2021-07-04,True
186,Name185,Surname185,user185@example.com,61,Scarborough,2021-07-05,True
187,Name186,Surname186,user186@example.com,37,Mississauga,2021-07-06,True
188,Name187,Surname187,user187@example.com,47,Brampton,2021-07-07,False
189,Name188,Surname188,user188@example.com,28,Toronto,2021-07-08,False
190,Name189,Surname189,user189@example.com,45,Toronto,2021-07-09,False
191,Name190,Surname190,user190@example.com,42,Toronto,2021-07-10,True
192,Name191,Surname191,user191@example.com,56,Brampton,2021-07-11,False
193,Name192,Surname192,user192@example.com,50,Brampton,2021-07-12,True
194,Name193,Surname193,user193@example.com,18,Mississauga,2021-07-13,True
195,Name194,Surname194,user194@example.com,44,Mississauga,2021-07-14,False
196,Name195,Surname195,user195@example.com,69,Mississauga,2021-07-15,True
197,Name196,Surname196,user196@example.com,30,Scarborough,2021-07-16,True
198,Name197,Surname197,user197@example.com,58,Toronto,2021-07-17,False
199,Name198,Surname198,user198@example.com,20,Toronto,2021-07-18,False
200,Name199,Surname199,user199@example.com,56,Mississauga,2021-07-19,False
201,Name200,Surname200,user200@example.com,23,Toronto,2021-07-20,True
202,Name201,Surname201,user201@example.com,25,Mississauga,2021-07-21,False
203,Name202,Surname202,user202@example.com,44,Scarborough,2021-07-22,False
204,Name203,Surname203,user203@example.com,26,Scarborough,2021-07-23,True
205,Name204,Surname204,user204@example.com,54,Brampton,2021-07-24,False
206,Name205,Surname205,user205@example.com,50,Scarborough,2021-07-25,False
207,Name206,Surname206,user206@example.com,68,Mississauga,2021-07-26,False
208,Name207,Surname207,user207@example.com,59,Scarborough,2021-07-27,True
209,Name208,Surname208,user208@example.com,61,Brampton,2021-07-28,True
210,Name209,Surname209,user209@example.com,41,Toronto,2021-07-29,True
211,Name210,Surname210,user210@example.com,32,Mississauga,2021-07-30,True
212,Name211,Surname211,user211@example.com,49,Toronto,2021-07-31,False
213,Name212,Surname212,user212@example.com,49,Brampton,2021-08-01,True
214,Name213,Surname213,user213@example.com,41,Brampton,2021-08-02,True
215,Name214,Surname214,user214@example.com,58,Brampton,2021-08-03,False
216,Name215,Surname215,user215@example.com,69,Toronto,2021-08-04,False
217,Name216,Surname216,user216@example.com,66,Toronto,2021-08-05,False
218,Name217,Surname217,user217@example.com,66,Toronto,2021-08-06,True
219,Name218,Surname218,user218@example.com,69,Toronto,2021-08-07,True
220,Name219,Surname219,user219@example.com,29,Brampton,2021-08-08,True
221,Name220,Surname220,user220@example.com,56,Brampton,2021-08-09,False
222,Name221,Surname221,user221@example.com,19,Mississauga,2021-08-10,False
223,Name222,Surname222,user222@example.com,20,Mississauga,2021-08-11,True
224,Name223,Surname223,user223@example.com,66,Toronto,2021-08-12,False
225,Name224,Surname224,user224@example.com,54,Scarborough,2021-08-13,False
226,Name225,Surname225,user225@example.com,66,Scarborough,2021-08-14,False
227,Name226,Surname226,user226@example.com,34,Brampton,2021-08-15,True
228,Name227,Surname227,user227@example.com,66,Brampton,2021-08-16,False
229,Name228,Surname228,user228@example.com,19,Brampton,2021-08-17,False
230,Name229,Surname229,user229@example.com,19,Mississauga,2021-08-18,True
231,Name230,Surname230,user230@example.com,45,Mississauga,2021-08-19,True
232,Name231,Surname231,user231@example.com,40,Brampton,2021-08-20,False
233,Name232,Surname232,user232@example.com,54,Brampton,2021-08-21,False
234,Name233,Surname233,user233@example.com,49,Brampton,2021-08-22,True
235,Name234,Surname234,user234@example.com,50,Scarborough,2021-08-23,True
236,Name235,Surname235,user235@example.com,18,Mississauga,2021-08-24,False
237,Name236,Surname236,user236@example.com,36,Scarborough,2021-08-25,False
238,Name237,Surname237,user237@example.com,19,Scarborough,2021-08-26,False
239,Name238,Surname238,user238@example.com,61,Brampton,2021-08-27,False
240,Name239,Surname239,user239@example.com,43,Brampton,2021-08-28,True
241,Name240,Surname240,user240@example.com,49,Toronto,2021-08-29,False
242,Name241,Surname241,user241@example.com,23,Toronto,2021-08-30,False
243,Name242,Surname242,user242@example.com,49,Scarborough,2021-08-31,True
244,Name243,Surname243,user243@example.com,21,Mississauga,2021-09-01,False
245,Name244,Surname244,user244@example.com,28,Brampton,2021-09-02,True
246,Name245,Surname245,user245@example.com,34,Brampton,2021-09-03,False
247,Name246,Surname246,user246@example.com,55,Scarborough,2021-09-04,False
248,Name247,Surname247,user247@example.com,41,Toronto,2021-09-05,True
249,Name248,Surname248,user248@example.com,22,Mississauga,2021-09-06,True
250,Name249,Surname249,user249@example.com,69,Toronto,2021-09-07,False
251,Name250,Surname250,user250@example.com,51,Toronto,2021-09-08,False
252,Name251,Surname251,user251@example.com,23,Toronto,2021-09-09,False
253,Name252,Surname252,user252@example.com,39,Toronto,2021-09-10,True
254,Name253,Surname253,user253@example.com,28,Brampton,2021-09-11,False
255,Name254,Surname254,user254@example.com,65,Brampton,2021-09-12,True
256,Name255,Surname255,user255@example.com,33,Toronto,2021-09-13,True
257,Name256,Surname256,user256@example.com,50,Mississauga,2021-09-14,False
258,Name257,Surname257,user257@example.com,26,Scarborough,2021-09-15,True
259,Name258,Surname258,user258@example.com,23,Mississauga,2021-09-16,False
260,Name259,Surname259,user259@example.com,33,Mississauga,2021-09-17,False
261,Name260,Surname260,user260@example.com,46,Mississauga,2021-09-18,False
262,Name261,Surname261,user261@example.com,20,Toronto,2021-09-19,False
263,Name262,Surname262,user262@example.com,37,Brampton,2021-09-20,False
264,Name263,Surname263,user263@example.com,53,Mississauga,2021-09-21,True
265,Name264,Surname264,user264@example.com,36,Toronto,2021-09-22,True
266,Name265,Surname265,user265@example.com,43,Mississauga,2021-09-23,False
267,Name266,Surname266,user266@example.com,20,Mississauga,2021-09-24,False
268,Name267,Surname267,user267@example.com,36,Toronto,2021-09-25,True
269,Name268,Surname268,user268@example.com,37,Brampton,2021-09-26,True
270,Name269,Surname269,user269@example.com,49,Brampton,2021-09-27,True
271,Name270,Surname270,user270@example.com,24,Scarborough,2021-09-28,True
272,Name271,Surname271,user271@example.com,69,Toronto,2021-09-29,False
273,Name272,Surname272,user272@example.com,58,Scarborough,2021-09-30,False
274,Name273,Surname273,user273@example.com,50,Scarborough,2021-10-01,True
275,Name274,Surname274,user274@example.com,57,Scarborough,2021-10-02,False
276,Name275,Surname275,user275@example.com,56,Brampton,2021-10-03,True
277,Name276,Surname276,user276@example.com,35,Toronto,2021-10-04,False
278,Name277,Surname277,user277@example.com,57,Scarborough,2021-10-05,True
279,Name278,Surname278,user278@example.com,18,Toronto,2021-10-06,False
280,Name279,Surname279,user279@example.com,28,Toronto,2021-10-07,True
281,Name280,Surname280,user280@example.com,45,Brampton,2021-10-08,True
282,Name281,Surname281,user281@example.com,42,Scarborough,2021-10-09,False
283,Name282,Surname282,user282@example.com,67,Scarborough,2021-10-10,True
284,Name283,Surname283,user283@example.com,40,Toronto,2021-10-11,False
285,Name284,Surname284,user284@example.com,48,Mississauga,2021-10-12,False
286,Name285,Surname285,user285@example.com,47,Brampton,2021-10-13,True
287,Name286,Surname286,user286@example.com,59,Brampton,2021-10-14,False
288,Name287,Surname287,user287@example.com,52,Brampton,2021-10-15,False
289,Name288,Surname288,user288@example.com,24,Brampton,2021-10-16,False
290,Name289,Surname289,user289@example.com,33,Scarborough,2021-10-17,False
291,Name290,Surname290,user290@example.com,43,Scarborough,2021-10-18,False
292,Name291,Surname291,user291@example.com,65,Mississauga,2021-10-19,True
293,Name292,Surname292,user292@example.com,69,Brampton,2021-10-20,False
294,Name293,Surname293,user293@example.com,66,Brampton,2021-10-21,False
295,Name294,Surname294,user294@example.com,19,Toronto,2021-10-22,False
296,Name295,Surname295,user295@example.com,18,Scarborough,2021-10-23,False
297,Name296,Surname296,user296@example.com,65,Brampton,2021-10-24,False
298,Name297,Surname297,user297@example.com,29,Mississauga,2021-10-25,True
299,Name298,Surname298,user298@example.com,22,Mississauga,2021-10-26,False
300,Name299,Surname299,user299@example.com,54,Scarborough,2021-10-27,True
301,Name300,Surname300,user300@example.com,49,Mississauga,2021-10-28,True
302,Name301,Surname301,user301@example.com,26,Mississauga,2021-10-29,True
303,Name302,Surname302,user302@example.com,58,Scarborough,2021-10-30,True
304,Name303,Surname303,user303@example.com,52,Brampton,2021-10-31,False
305,Name304,Surname304,user304@example.com,36,Brampton,2021-11-01,True
306,Name305,Surname305,user305@example.com,65,Mississauga,2021-11-02,True
307,Name306,Surname306,user306@example.com,33,Mississauga,2021-11-03,False
308,Name307,Surname307,user307@example.com,20,Brampton,2021-11-04,False
309,Name308,Surname308,user308@example.com,37,Scarborough,2021-11-05,False
310,Name309,Surname309,user309@example.com,41,Mississauga,2021-11-06,True
311,Name310,Surname310,user310@example.com,50,Toronto,2021-11-07,False
312,Name311,Surname311,user311@example.com,41,Scarborough,2021-11-08,False
313,Name312,Surname312,user312@example.com,69,Mississauga,2021-11-09,True
314,Name313,Surname313,user313@example.com,28,Mississauga,2021-11-10,False
315,Name314,Surname314,user314@example.com,66,Toronto,2021-11-11,False
316,Name315,Surname315,user315@example.com,25,Toronto,2021-11-12,False
317,Name316,Surname316,user316@example.com,53,Brampton,2021-11-13,False
318,Name317,Surname317,user317@example.com,55,Scarborough,2021-11-14,True
319,Name318,Surname318,user318@example.com,57,Scarborough,2021-11-15,False
320,Name319,Surname319,user319@example.com,37,Brampton,2021-11-16,False
321,Name320,Surname320,user320@example.com,52,Scarborough,2021-11-17,True
322,Name321,Surname321,user321@example.com,65,Scarborough,2021-11-18,False
323,Name322,Surname322,user322@example.com,42,Scarborough,2021-11-19,True
324,Name323,Surname323,user323@example.com,52,Scarborough,2021-11-20,False
325,Name324,Surname324,user324@example.com,42,Scarborough,2021-11-21,True
326,Name325,Surname325,user325@example.com,46,Toronto,2021-11-22,True
327,Name326,Surname326,user326@example.com,35,Scarborough,2021-11-23,True
328,Name327,Surname327,user327@example.com,63,Toronto,2021-11-24,True
329,Name328,Surname328,user328@example.com,35,Scarborough,2021-11-25,False
330,Name329,Surname329,user329@example.com,19,Brampton,2021-11-26,True
331,Name330,Surname330,user330@example.com,52,Mississauga,2021-11-27,False
332,Name331,Surname331,user331@example.com,33,Toronto,2021-11-28,True
333,Name332,Surname332,user332@example.com,58,Scarborough,2021-11-29,True
334,Name333,Surname333,user333@example.com,53,Brampton,2021-11-30,True
335,Name334,Surname334,user334@example.com,50,Mississauga,2021-12-01,False
336,Name335,Surname335,user335@example.com,21,Toronto,2021-12-02,True
337,Name336,Surname336,user336@example.com,50,Mississauga,2021-12-03,False
338,Name337,Surname337,user337@example.com,31,Brampton,2021-12-04,False
339,Name338,Surname338,user338@example.com,38,Toronto,2021-12-05,False
340,Name339,Surname339,user339@example.com,65,Mississauga,2021-12-06,False
341,Name340,Surname340,user340@example.com,37,Scarborough,2021-12-07,False
342,Name341,Surname341,user341@example.com,25,Toronto,2021-12-08,False
343,Name342,Surname342,user342@example.com,24,Mississauga,2021-12-09,False
344,Name343,Surname343,user343@example.com,20,Brampton,2021-12-10,False
345,Name344,Surname344,user344@example.com,34,Brampton,2021-12-11,False
346,Name345,Surname345,user345@example.com,50,Toronto,2021-12-12,True
347,Name346,Surname346,user346@example.com,65,Mississauga,2021-12-13,True
348,Name347,Surname347,user347@example.com,29,Toronto,2021-12-14,True
349,Name348,Surname348,user348@example.com,68,Toronto,2021-12-15,True
350,Name349,Surname349,user349@example.com,39,Mississauga,2021-12-16,True
351,Name350,Surname350,user350@example.com,39,Mississauga,2021-12-17,False
352,Name351,Surname351,user351@example.com,63,Scarborough,2021-12-18,False
353,Name352,Surname352,user352@example.com,47,Mississauga,2021-12-19,False
354,Name353,Surname353,user353@example.com,55,Brampton,2021-12-20,False
355,Name354,Surname354,user354@example.com,55,Toronto,2021-12-21,False
356,Name355,Surname355,user355@example.com,62,Toronto,2021-12-22,False
357,Name356,Surname356,user356@example.com,68,Brampton,2021-12-23,False
358,Name357,Surname357,user357@example.com,25,Mississauga,2021-12-24,True
359,Name358,Surname358,user358@example.com,44,Brampton,2021-12-25,True
360,Name359,Surname359,user359@example.com,44,Brampton,2021-12-26,True
361,Name360,Surname360,user360@example.com,51,Scarborough,2021-12-27,True
362,Name361,Surname361,user361@example.com,38,Brampton,2021-12-28,False
363,Name362,Surname362,user362@example.com,47,Toronto,2021-12-29,False
364,Name363,Surname363,user363@example.com,50,Brampton,2021-12-30,False
365,Name364,Surname364,user364@example.com,45,Toronto,2021-12-31,True
366,Name365,Surname365,user365@example.com,64,Toronto,2022-01-01,False
367,Name366,Surname366,user366@example.com,50,Toronto,2022-01-02,False
368,Name367,Surname367,user367@example.com,22,Mississauga,2022-01-03,False
369,Name368,Surname368,user368@example.com,65,Scarborough,2022-01-04,True
370,Name369,Surname369,user369@example.com,36,Toronto,2022-01-05,False
371,Name370,Surname370,user370@example.com,21,Toronto,2022-01-06,True
372,Name371,Surname371,user371@example.com,52,Mississauga,2022-01-07,True
373,Name372,Surname372,user372@example.com,66,Toronto,2022-01-08,True
374,Name373,Surname373,user373@example.com,34,Brampton,2022-01-09,True
375,Name374,Surname374,user374@example.com,61,Brampton,2022-01-10,False
376,Name375,Surname375,user375@example.com,45,Scarborough,2022-01-11,True
377,Name376,Surname376,user376@example.com,47,Toronto,2022-01-12,True
378,Name377,Surname377,user377@example.com,46,Mississauga,2022-01-13,False
379,Name378,Surname378,user378@example.com,63,Brampton,2022-01-14,False
380,Name379,Surname379,user379@example.com,23,Mississauga,2022-01-15,True
381,Name380,Surname380,user380@example.com,52,Mississauga,2022-01-16,False
382,Name381,Surname381,user381@example.com,58,Brampton,2022-01-17,True
383,Name382,Surname382,user382@example.com,54,Mississauga,2022-01-18,True
384,Name383,Surname383,user383@example.com,41,Brampton,2022-01-19,True
385,Name384,Surname384,user384@example.com,46,Mississauga,2022-01-20,True
386,Name385,Surname385,user385@example.com,66,Brampton,2022-01-21,False
387,Name386,Surname386,user386@example.com,63,Toronto,2022-01-22,True
388,Name387,Surname387,user387@example.com,48,Scarborough,2022-01-23,False
389,Name388,Surname388,user388@example.com,52,Brampton,2022-01-24,False
390,Name389,Surname389,user389@example.com,50,Brampton,2022-01-25,False
391,Name390,Surname390,user390@example.com,69,Scarborough,2022-01-26,False
392,Name391,Surname391,user391@example.com,38,Brampton,2022-01-27,True
393,Name392,Surname392,user392@example.com,49,Brampton,2022-01-28,False
394,Name393,Surname393,user393@example.com,40,Mississauga,2022-01-29,True
395,Name394,Surname394,user394@example.com,50,Scarborough,2022-01-30,False
396,Name395,Surname395,user395@example.com,20,Toronto,2022-01-31,False
397,Name396,Surname396,user396@example.com,35,Brampton,2022-02-01,True
398,Name397,Surname397,user397@example.com,42,Scarborough,2022-02-02,True
399,Name398,Surname398,user398@example.com,59,Mississauga,2022-02-03,True
400,Name399,Surname399,user399@example.com,48,Toronto,2022-02-04,False
401,Name400,Surname400,user400@example.com,20,Scarborough,2022-02-05,False
402,Name401,Surname401,user401@example.com,57,Toronto,2022-02-06,True
403,Name402,Surname402,user402@example.com,63,Toronto,2022-02-07,True
404,Name403,Surname403,user403@example.com,41,Toronto,2022-02-08,True
